id_persona,genero,edad,nacionalidad,categoria_municipio,ingresos,actividad
1918,m,33,1,5,18048311,Ama de casa
1919,m,41,2,6,8298402,Estudiante
1920,m,30,2,6,13574936,Empleado
1921,f,41,1,2,21729139,Independiente
1922,m,43,2,2,5745385,Estudiante
1923,otro,19,1,5,1569451,Estudiante
1924,f,33,2,3,10390494,Ama de casa
1925,otro,55,2,3,20601532,Independiente
1926,m,18,1,6,5101589,Independiente
1927,m,28,1,5,12324391,Otro
1928,m,52,1,6,13962942,Estudiante
1929,f,60,1,4,8567556,Otro
1930,otro,46,1,3,2734664,Ama de casa
1931,f,54,1,5,13403666,Otro
1932,f,34,2,5,19550378,Empleado
1933,m,56,1,6,10069761,Estudiante
1934,f,59,2,2,19423353,Estudiante
1935,f,45,1,5,19949413,Independiente
1936,m,46,2,6,11871187,Otro
1937,f,60,2,1,14693926,Independiente
1938,m,20,1,2,14207511,Otro
1939,m,27,2,2,2741866,Otro
1940,m,59,2,3,2935618,Ama de casa
1941,m,31,2,4,7378790,Otro
1942,f,29,1,3,15804266,Independiente
1943,m,59,1,1,14374511,Otro
1944,m,47,2,6,21018292,Otro
1945,f,49,1,2,17340243,Estudiante
1946,f,49,1,2,5176796,Estudiante
1947,otro,59,2,5,11217709,Estudiante
1948,f,49,2,4,18432164,Empleado
1949,f,43,1,4,8162952,Estudiante
1950,otro,18,1,5,15009350,Empleado
1951,f,59,1,1,6761477,Empleado
1952,f,19,2,4,13403956,Independiente
1953,f,34,1,2,12959463,Estudiante
1954,f,47,1,1,1629691,Otro
1955,otro,56,1,3,8432552,Ama de casa
1956,f,24,2,3,10486059,Otro
1957,f,44,2,1,16490761,Estudiante
1958,otro,26,2,2,14957997,Otro
1959,m,39,1,3,12707711,Estudiante
1960,otro,51,1,6,3986720,Estudiante
1961,m,18,2,2,18732855,Otro
1962,otro,26,1,5,18309754,Empleado
1963,otro,37,1,4,2826717,Independiente
1964,f,36,1,1,21845960,Independiente
1965,m,53,2,4,7908351,Independiente
1966,f,57,1,5,19490301,Independiente
1967,m,62,1,3,3952385,Ama de casa
1968,otro,21,2,6,9755249,Estudiante
1969,otro,26,1,2,2702757,Ama de casa
1970,m,58,2,2,18287183,Independiente
1971,f,39,1,5,6176456,Independiente
1972,f,35,2,1,2746213,Otro
1973,f,29,2,4,15117769,Independiente
1974,f,59,1,6,5602379,Estudiante
1975,otro,60,1,3,21696942,Independiente
1976,otro,56,2,1,1661913,Independiente
1977,otro,26,1,6,10546302,Ama de casa
1978,otro,23,2,6,7741363,Estudiante
1979,otro,36,1,5,2690173,Empleado
1980,f,24,1,5,18733128,Otro
1981,f,33,1,2,14261072,Empleado
1982,f,22,1,3,9229673,Ama de casa
1983,f,33,2,1,17047824,Independiente
1984,otro,18,2,2,3661679,Otro
1985,otro,54,1,3,3763960,Estudiante
1986,otro,56,1,4,6585777,Otro
1987,m,36,1,4,9884714,Ama de casa
1988,f,54,1,2,15075975,Independiente
1989,f,34,1,1,1423617,Ama de casa
1990,otro,43,2,3,8874020,Estudiante
1991,f,39,2,4,18587745,Empleado
1992,f,25,1,4,19355605,Independiente
1993,otro,50,2,1,3108885,Independiente
1994,m,19,2,2,1980512,Ama de casa
1995,m,47,1,5,18135180,Ama de casa
1996,m,37,2,6,3446306,Ama de casa
1997,otro,35,2,3,15379071,Independiente
1998,f,60,2,4,11829155,Ama de casa
1999,otro,27,2,6,3098042,Otro
2000,otro,41,1,6,16912510,Otro
2001,f,21,2,5,14742327,Otro
2002,m,54,2,6,17085822,Independiente
2003,m,21,2,1,19689125,Ama de casa
2004,otro,30,1,2,11106947,Estudiante
2005,m,42,2,3,13936434,Ama de casa
2006,otro,30,2,1,5878616,Independiente
2007,otro,35,2,2,7620868,Otro
2008,f,41,1,1,21198191,Independiente
2009,f,19,1,4,18213518,Ama de casa
2010,f,50,1,4,7193402,Independiente
2011,otro,36,1,5,16959530,Estudiante
2012,f,26,1,1,2203638,Independiente
2013,m,45,2,6,13329214,Empleado
2014,m,52,1,4,19843883,Independiente
2015,otro,56,2,2,5760922,Ama de casa
2016,otro,27,1,5,12588599,Empleado
2017,f,18,1,6,8423683,Otro
2018,otro,59,1,3,18812493,Ama de casa
2019,otro,38,2,1,7564556,Estudiante
2020,m,26,2,4,7514986,Independiente
2021,m,32,2,6,7919798,Independiente
2022,f,52,1,2,6391217,Ama de casa
2023,otro,22,1,1,3516508,Independiente
2024,otro,58,1,2,8515920,Independiente
2025,m,39,1,5,18675926,Otro
2026,otro,58,1,4,1702986,Independiente
2027,m,40,1,4,4412283,Independiente
2028,f,24,2,5,2956403,Otro
2029,m,40,2,2,18095211,Independiente
2030,otro,61,1,1,13926462,Otro
2031,f,42,2,2,16663547,Estudiante
2032,m,44,2,1,19376930,Independiente
2033,m,58,2,6,19158286,Ama de casa
2034,f,23,1,5,11916496,Empleado
2035,f,51,1,3,3044122,Estudiante
2036,m,26,1,1,14364860,Independiente
2037,otro,50,1,4,15884395,Ama de casa
2038,m,23,2,6,11928108,Empleado
2039,f,54,1,4,14061969,Otro
2040,m,48,1,6,2847079,Independiente
2041,f,51,1,4,19366407,Otro
2042,f,58,2,2,4020545,Estudiante
2043,otro,46,2,2,2402712,Empleado
2044,f,31,2,2,4885551,Empleado
2045,f,53,2,6,11643718,Otro
2046,otro,53,2,6,15214832,Otro
2047,f,32,1,4,17913488,Estudiante
2048,otro,25,2,1,8352913,Ama de casa
2049,otro,43,2,6,20594621,Independiente
2050,f,53,1,4,17550394,Ama de casa
2051,f,38,1,1,14574437,Empleado
2052,m,45,1,2,21311200,Independiente
2053,otro,21,2,6,2680448,Estudiante
2054,m,33,1,3,19295096,Ama de casa
2055,f,39,2,2,15590595,Ama de casa
2056,m,29,1,5,4056631,Independiente
2057,otro,33,2,1,16737735,Estudiante
2058,m,57,2,3,8256412,Estudiante
2059,otro,55,2,2,7549140,Ama de casa
2060,f,59,2,6,10486216,Ama de casa
2061,f,54,1,3,14706216,Otro
2062,otro,46,1,4,7922397,Independiente
2063,f,35,2,1,7727526,Estudiante
2064,f,27,1,5,7281560,Empleado
2065,f,59,2,4,5444119,Independiente
2066,f,56,1,3,12534325,Otro
2067,otro,35,1,2,3524778,Independiente
2068,m,18,2,1,15103758,Ama de casa
2069,m,56,2,6,7716748,Independiente
2070,f,38,1,5,5996240,Independiente
2071,m,18,2,2,14807203,Independiente
2072,m,32,1,5,8111491,Empleado
2073,f,21,1,6,11495458,Otro
2074,f,37,1,1,2453593,Independiente
2075,m,27,2,3,17677208,Independiente
2076,otro,40,2,5,7137873,Empleado
2077,f,58,1,1,21323187,Estudiante
2078,otro,51,2,5,16248283,Independiente
2079,m,50,2,2,20794387,Independiente
2080,f,51,1,5,9558098,Estudiante
2081,otro,56,2,2,12239454,Independiente
2082,f,27,2,2,3661997,Independiente
2083,m,37,1,1,13620976,Independiente
2084,otro,18,2,4,14309477,Otro
2085,m,30,1,6,5775708,Ama de casa
2086,m,18,2,5,5924036,Otro
2087,f,22,2,3,19339283,Estudiante
2088,otro,33,1,2,16189480,Otro
2089,m,32,1,4,20875454,Otro
2090,m,45,2,2,8684095,Empleado
2091,otro,48,1,4,18137740,Estudiante
2092,m,40,1,4,7640370,Estudiante
2093,m,62,2,3,16421164,Estudiante
2094,otro,60,1,4,16171550,Otro
2095,otro,34,2,3,14190676,Estudiante
2096,otro,51,2,1,11693771,Empleado
2097,otro,30,1,2,13618759,Independiente
2098,f,31,2,3,14687779,Otro
2099,otro,28,1,6,5624965,Independiente
2100,f,45,2,2,5784565,Independiente
2101,f,59,1,6,15285854,Otro
2102,f,49,1,5,13101465,Otro
2103,m,52,2,6,16319912,Estudiante
2104,f,48,1,1,3882082,Empleado
2105,f,34,1,5,17055881,Otro
2106,m,26,1,5,17473943,Independiente
2107,m,27,2,4,3291418,Otro
2108,m,25,2,6,5810405,Empleado
2109,otro,38,1,4,9766374,Ama de casa
2110,m,30,1,6,20856010,Independiente
2111,m,22,2,5,20643841,Ama de casa
2112,f,23,2,4,9818112,Ama de casa
2113,m,47,2,2,15410593,Empleado
2114,otro,48,1,6,8530699,Otro
2115,m,34,2,6,19166926,Ama de casa
2116,otro,28,1,4,6630090,Estudiante
2117,m,37,2,6,17955297,Otro
2118,m,26,1,5,13455784,Independiente
2119,m,19,2,4,7969392,Otro
2120,m,54,1,4,4295288,Empleado
2121,otro,18,2,3,8216162,Empleado
2122,otro,21,2,3,19745368,Independiente
2123,f,53,1,5,20532726,Independiente
2124,otro,42,2,2,18527340,Independiente
2125,m,20,2,6,12850942,Empleado
2126,f,26,2,1,2284129,Otro
2127,f,39,2,6,4176583,Ama de casa
2128,f,40,1,1,14154104,Ama de casa
2129,m,29,1,5,17387392,Estudiante
2130,otro,27,2,2,16782557,Empleado
2131,m,51,1,2,12829894,Independiente
2132,f,60,1,2,14643846,Otro
2133,m,27,1,3,13979809,Empleado
2134,m,47,1,5,7638692,Estudiante
2135,otro,39,1,1,1808468,Ama de casa
2136,otro,23,2,2,15947217,Otro
2137,f,19,1,5,3862507,Ama de casa
2138,m,47,2,6,4369371,Otro
2139,m,19,1,1,12565739,Independiente
2140,otro,49,2,3,19065069,Otro
2141,m,59,2,4,11895079,Independiente
2142,m,33,2,1,18195074,Empleado
2143,m,29,1,6,14607430,Ama de casa
2144,otro,18,1,1,19420206,Otro
2145,f,25,2,1,15457077,Otro
2146,f,30,2,4,2745168,Estudiante
2147,m,32,1,2,3682434,Ama de casa
2148,f,61,1,6,4764847,Empleado
2149,otro,25,2,4,21601928,Independiente
2150,otro,27,1,1,9592833,Empleado
2151,f,22,1,6,20493175,Estudiante
2152,f,36,1,3,3793763,Empleado
2153,m,55,1,1,12541763,Independiente
2154,f,28,1,3,17452791,Ama de casa
2155,m,60,1,5,19367354,Estudiante
2156,m,37,2,3,4320201,Otro
2157,otro,37,2,1,14992281,Otro
2158,otro,38,2,4,9997901,Ama de casa
2159,otro,35,2,1,8446915,Empleado
2160,otro,27,2,1,11979880,Otro
2161,f,51,2,5,6740505,Estudiante
2162,otro,43,1,2,8235357,Independiente
2163,f,47,1,1,6207008,Empleado
2164,otro,26,2,5,4682520,Independiente
2165,f,48,2,4,21406300,Empleado
2166,m,59,2,5,3793406,Estudiante
2167,f,21,1,5,11483936,Independiente
2168,f,23,1,3,20538917,Estudiante
2169,otro,31,1,2,16024754,Independiente
2170,f,21,1,2,7110251,Empleado
2171,m,43,2,6,4331003,Estudiante
2172,m,56,2,4,21081370,Empleado
2173,otro,34,2,6,5501452,Empleado
2174,m,36,2,5,18617134,Independiente
2175,f,23,1,4,7448461,Independiente
2176,m,46,1,4,13790432,Estudiante
2177,otro,28,2,2,4432810,Otro
2178,f,33,1,2,2198217,Ama de casa
2179,otro,47,1,2,14328263,Independiente
2180,f,42,1,1,17797337,Empleado
2181,m,57,1,5,5871761,Ama de casa
2182,otro,28,2,4,11939329,Estudiante
2183,otro,24,1,5,15165190,Ama de casa
2184,f,43,2,4,5886074,Ama de casa
2185,otro,39,1,4,16728511,Otro
2186,f,42,1,6,6145556,Otro
2187,f,36,2,4,17405335,Ama de casa
2188,f,48,2,4,13922217,Otro
2189,f,43,1,3,7040818,Otro
2190,m,59,1,3,10091810,Ama de casa
2191,f,58,2,6,20519742,Independiente
2192,otro,53,1,1,13200042,Otro
2193,m,40,1,2,18366448,Ama de casa
2194,otro,30,2,4,4936054,Independiente
2195,m,42,1,5,9531600,Otro
2196,f,19,1,3,1916441,Ama de casa
2197,m,19,1,2,8380700,Otro
2198,m,33,1,1,9546853,Independiente
2199,otro,26,1,2,12961769,Ama de casa
2200,otro,45,2,4,11206075,Independiente
2201,f,30,1,2,1761371,Empleado
2202,m,52,2,4,20122004,Estudiante
2203,m,58,2,6,19154256,Empleado
2204,m,30,1,3,5609848,Otro
2205,f,48,2,3,12547503,Independiente
2206,f,38,1,4,8001402,Ama de casa
2207,f,49,2,5,20536243,Independiente
2208,f,51,2,3,10450506,Otro
2209,f,25,2,5,11274014,Ama de casa
2210,otro,58,1,4,7129665,Empleado
2211,m,19,2,6,13289402,Independiente
2212,m,55,2,4,14214670,Estudiante
2213,m,49,2,6,6190334,Otro
2214,m,57,1,3,6892896,Otro
2215,m,45,1,5,20829331,Independiente
2216,m,54,2,4,14029261,Empleado
2217,m,58,2,3,14135329,Empleado
2218,m,18,2,6,5344932,Estudiante
2219,otro,58,2,4,14211644,Estudiante
2220,m,27,1,6,20950700,Independiente
2221,otro,21,1,2,14093599,Ama de casa
2222,f,52,1,6,9415645,Empleado
2223,m,27,2,2,18708586,Ama de casa
2224,f,28,1,3,10327201,Ama de casa
2225,f,31,2,4,18596132,Independiente
2226,f,55,2,3,10803457,Estudiante
2227,otro,29,2,1,3404195,Ama de casa
2228,f,62,1,6,4228441,Independiente
2229,f,34,2,3,4082540,Estudiante
2230,f,33,1,3,2691374,Ama de casa
2231,m,52,2,2,3742840,Ama de casa
2232,m,19,1,6,5952980,Estudiante
2233,otro,28,2,2,4808881,Estudiante
2234,otro,58,1,4,10154150,Otro
2235,m,20,2,3,13016749,Otro
2236,otro,46,1,6,20532208,Independiente
2237,m,35,2,3,8130776,Independiente
2238,f,37,2,4,9323180,Empleado
2239,f,31,2,5,16567343,Otro
2240,otro,51,1,4,7052414,Estudiante
2241,m,48,2,2,6120615,Otro
2242,m,57,2,2,8252471,Independiente
2243,otro,59,2,3,16329639,Independiente
2244,m,35,1,2,13476708,Independiente
2245,f,47,2,6,3347393,Estudiante
2246,otro,42,2,4,21217591,Ama de casa
2247,otro,36,1,3,6911791,Independiente
2248,m,25,2,4,17766052,Otro
2249,otro,45,1,4,16975041,Ama de casa
2250,m,25,2,3,16003904,Otro
2251,m,48,1,5,11114384,Independiente
2252,m,20,1,2,21084944,Estudiante
2253,m,20,1,1,6047822,Ama de casa
2254,m,61,2,1,20947879,Ama de casa
2255,otro,39,2,1,18018243,Independiente
2256,f,34,1,2,1653096,Independiente
2257,f,53,2,5,9143093,Independiente
2258,otro,34,2,4,8174214,Empleado
2259,otro,31,1,3,13338896,Estudiante
2260,f,26,1,5,9495418,Estudiante
2261,f,47,1,1,17309756,Independiente
2262,f,38,1,6,5575268,Empleado
2263,f,29,2,2,16344751,Independiente
2264,f,54,2,2,21346481,Independiente
2265,m,49,2,3,8352977,Estudiante
2266,otro,28,2,6,8839584,Empleado
2267,m,37,2,4,10109205,Estudiante
2268,f,52,2,5,4570708,Independiente
2269,f,28,1,6,3329450,Otro
2270,f,25,2,5,5268932,Ama de casa
2271,m,21,2,5,21014588,Independiente
2272,m,44,2,4,10066043,Empleado
2273,f,61,1,4,11515595,Otro
2274,m,57,1,4,2234250,Empleado
2275,m,55,2,3,2866478,Independiente
2276,f,47,1,2,13963323,Independiente
2277,m,61,1,1,20698680,Ama de casa
2278,otro,44,2,4,18308552,Empleado
2279,otro,38,2,2,8100174,Otro
2280,otro,37,2,4,12666114,Ama de casa
2281,otro,21,1,1,9141553,Empleado
2282,f,28,1,6,13941092,Independiente
2283,f,30,2,4,8000267,Ama de casa
2284,f,26,1,2,2017399,Independiente
2285,otro,21,1,3,1946931,Estudiante
2286,otro,29,1,6,15529586,Estudiante
2287,m,26,2,6,18299157,Ama de casa
2288,m,30,2,6,10651140,Ama de casa
2289,otro,43,2,1,18323785,Empleado
2290,otro,55,2,2,2353135,Otro
2291,otro,59,2,5,4000838,Otro
2292,otro,30,1,5,13639878,Estudiante
2293,m,56,1,5,16111967,Estudiante
2294,otro,45,1,3,7545034,Estudiante
2295,m,36,1,4,16180325,Independiente
2296,otro,41,1,4,17974181,Otro
2297,otro,36,1,4,14087516,Ama de casa
2298,otro,30,2,3,10527404,Estudiante
2299,m,30,2,5,13993766,Empleado
2300,m,45,1,6,17825167,Ama de casa
2301,f,19,2,4,4255736,Ama de casa
2302,otro,27,1,6,19363947,Ama de casa
2303,f,39,1,6,19745895,Otro
2304,f,30,2,3,7699489,Estudiante
2305,m,26,2,3,14854702,Empleado
2306,m,50,1,2,8064425,Independiente
2307,f,31,2,4,3669384,Empleado
2308,otro,37,1,5,18678277,Empleado
2309,m,32,1,1,20596364,Empleado
2310,otro,49,1,3,20141156,Independiente
2311,otro,50,1,6,21352139,Empleado
2312,f,34,1,2,4986230,Empleado
2313,f,41,2,1,21248453,Estudiante
2314,f,47,1,3,10937858,Estudiante
2315,f,30,2,2,8549338,Estudiante
2316,m,33,1,6,9569492,Ama de casa
2317,m,19,2,4,19789272,Empleado
2318,f,34,1,2,9752900,Otro
2319,m,49,2,3,6305788,Otro
2320,f,60,1,4,16378862,Otro
2321,otro,25,1,6,17151843,Independiente
2322,otro,20,2,5,14681401,Estudiante
2323,otro,29,2,2,9403604,Estudiante
2324,f,37,2,1,4208776,Estudiante
2325,otro,33,2,6,14395868,Independiente
2326,m,31,2,4,7645062,Empleado
2327,otro,33,2,6,19974564,Ama de casa
2328,otro,60,1,4,21220200,Estudiante
2329,otro,50,1,6,15444694,Empleado
2330,m,47,1,5,15758816,Otro
2331,f,29,2,2,11557584,Ama de casa
2332,m,32,2,1,3841495,Otro
2333,f,35,2,5,4363623,Empleado
2334,f,45,1,2,16966728,Empleado
2335,otro,40,2,1,20923339,Otro
2336,f,31,1,6,12088612,Ama de casa
2337,m,47,2,1,6823156,Otro
2338,m,50,2,3,4462084,Otro
2339,f,62,2,1,17417156,Otro
2340,otro,32,1,2,19861763,Ama de casa
2341,otro,24,2,5,9566917,Independiente
2342,m,32,1,5,13594340,Ama de casa
2343,otro,59,2,3,9077104,Otro
2344,f,55,2,2,16923456,Estudiante
2345,f,61,2,1,4585925,Estudiante
2346,m,28,2,3,14105368,Empleado
2347,f,46,1,6,6274547,Independiente
2348,m,48,2,4,10814703,Empleado
2349,f,42,1,6,15296736,Empleado
2350,m,41,2,2,9031738,Estudiante
2351,otro,36,2,3,20055693,Ama de casa
2352,f,19,2,5,15235095,Empleado
2353,f,39,1,3,19628474,Empleado
2354,m,37,2,4,4665493,Independiente
2355,m,50,1,2,18688069,Estudiante
2356,f,25,1,3,15934443,Ama de casa
2357,m,42,2,6,16191705,Independiente
2358,f,26,1,1,18420291,Ama de casa
2359,otro,51,2,6,15661745,Ama de casa
2360,m,40,1,2,3800513,Empleado
2361,f,22,1,3,20394212,Independiente
2362,otro,42,1,6,4708789,Empleado
2363,otro,25,1,3,5084632,Otro
2364,f,33,2,6,11627984,Ama de casa
2365,m,62,1,2,1604514,Independiente
2366,f,32,2,5,13636679,Estudiante
2367,otro,18,1,6,14275242,Empleado
2368,f,39,2,1,5603107,Otro
2369,m,20,2,6,4402345,Otro
2370,otro,55,1,2,15052700,Otro
2371,f,31,1,6,1615407,Empleado
2372,m,53,2,1,12001893,Estudiante
2373,otro,35,1,1,18272522,Independiente
2374,m,58,1,2,6413629,Ama de casa
2375,otro,35,1,3,20453594,Estudiante
2376,f,20,1,6,9901462,Empleado
2377,m,27,1,5,15985506,Independiente
2378,otro,56,1,1,19673366,Ama de casa
2379,m,18,1,1,18827313,Independiente
2380,m,44,1,6,16589272,Ama de casa
2381,f,44,1,3,13431244,Ama de casa
2382,m,28,2,6,18854688,Otro
2383,otro,22,1,2,14542108,Empleado
2384,otro,24,1,5,20977163,Estudiante
2385,otro,36,1,6,4517630,Otro
2386,otro,46,1,1,5264598,Otro
2387,f,32,1,1,8121899,Independiente
2388,m,52,2,2,16576081,Ama de casa
2389,f,54,2,3,20653613,Ama de casa
2390,m,29,1,6,18691556,Independiente
2391,m,47,2,4,3365502,Empleado
2392,m,37,1,3,8991714,Ama de casa
2393,f,54,1,1,14743913,Otro
2394,m,20,2,6,8788822,Otro
2395,f,26,2,1,2202933,Ama de casa
2396,otro,58,2,5,16585174,Ama de casa
2397,otro,56,2,3,11284344,Empleado
2398,m,43,2,4,17024593,Ama de casa
2399,f,19,1,5,9774227,Empleado
2400,otro,40,1,4,15463611,Otro
2401,f,40,1,5,12381981,Empleado
2402,f,38,2,3,9694946,Ama de casa
2403,m,33,1,1,11035019,Estudiante
2404,otro,26,2,4,8167246,Ama de casa
2405,m,30,1,3,7031140,Estudiante
2406,m,45,2,4,8549714,Otro
2407,otro,44,2,3,5226544,Independiente
2408,otro,34,1,5,11269990,Otro
2409,f,55,1,3,11674508,Otro
2410,otro,53,1,5,7464100,Otro
2411,f,18,1,1,16454589,Empleado
2412,f,35,2,5,18928268,Otro
2413,f,26,1,2,5381675,Independiente
2414,otro,30,2,1,10545064,Ama de casa
2415,m,57,1,6,3195145,Estudiante
2416,f,62,1,6,10121519,Otro
2417,m,32,1,3,16218801,Estudiante
2418,m,60,1,3,9797815,Otro
2419,otro,61,1,2,18163045,Empleado
2420,m,21,2,3,10323516,Estudiante
2421,m,50,1,1,14407184,Otro
2422,otro,41,2,1,5324438,Otro
2423,f,53,1,5,4019408,Independiente
2424,m,58,2,4,18171138,Independiente
2425,otro,27,1,3,12658257,Independiente
2426,m,53,1,2,4655277,Empleado
2427,m,37,1,6,11288913,Estudiante
2428,f,58,2,1,21632748,Empleado
2429,m,62,2,1,10422752,Ama de casa
2430,otro,61,1,1,16037604,Otro
2431,m,28,1,4,21618710,Otro
2432,f,29,1,4,12026952,Otro
2433,f,35,2,3,12189712,Independiente
2434,otro,47,1,6,7582785,Otro
2435,f,61,2,2,4161349,Independiente
2436,m,54,1,4,15700298,Ama de casa
2437,f,37,2,5,9301985,Empleado
2438,otro,42,2,4,3808672,Empleado
2439,f,29,2,1,8914414,Empleado
2440,f,38,1,2,12713520,Independiente
2441,f,42,2,3,12081229,Estudiante
2442,otro,28,1,4,19631023,Estudiante
2443,f,26,2,1,17905526,Ama de casa
2444,f,42,1,5,3200302,Estudiante
2445,m,52,2,5,6190590,Ama de casa
2446,otro,49,2,3,21672941,Otro
2447,f,31,1,3,4671032,Empleado
2448,otro,18,1,4,6029568,Independiente
2449,f,34,2,3,6978241,Ama de casa
2450,f,42,2,6,7443030,Independiente
2451,f,25,1,6,21334690,Independiente
2452,m,22,2,1,15388463,Empleado
2453,m,22,2,1,6575956,Otro
2454,m,58,1,1,5369706,Otro
2455,otro,52,1,6,3776100,Estudiante
2456,otro,36,1,4,11006712,Otro
2457,m,40,2,4,3800524,Empleado
2458,otro,26,2,3,20246506,Independiente
2459,f,47,2,4,12338551,Ama de casa
2460,f,33,1,1,15448784,Ama de casa
2461,f,50,2,2,4384046,Otro
2462,m,19,1,1,10876114,Estudiante
2463,otro,31,1,6,16183887,Ama de casa
2464,m,18,2,2,20205805,Estudiante
2465,otro,43,1,3,20660033,Ama de casa
2466,f,42,2,5,9538345,Estudiante
2467,m,33,1,4,4243934,Estudiante
2468,otro,32,1,4,6884506,Independiente
2469,otro,43,1,6,14713752,Empleado
2470,f,61,2,1,4629256,Ama de casa
2471,m,33,1,1,17260525,Otro
2472,m,31,2,2,11439141,Empleado
2473,m,46,1,4,2587608,Independiente
2474,f,41,1,6,7613873,Independiente
2475,m,32,1,3,2722242,Independiente
2476,f,36,2,1,16051421,Otro
2477,f,25,2,4,12088960,Ama de casa
2478,f,51,2,5,8730322,Ama de casa
2479,otro,19,2,6,3635610,Estudiante
2480,m,44,2,2,1554460,Estudiante
2481,m,27,1,1,19850732,Estudiante
2482,f,52,1,1,15205366,Otro
2483,f,40,2,3,14070245,Empleado
2484,m,25,2,1,8873962,Ama de casa
2485,f,45,2,6,9286972,Estudiante
2486,m,40,2,4,14690320,Otro
2487,otro,21,1,4,10559518,Otro
2488,f,31,2,4,4681848,Estudiante
2489,m,59,2,5,14606796,Independiente
2490,f,46,2,5,19700125,Independiente
2491,m,18,2,1,2203166,Independiente
2492,m,21,1,5,7243650,Estudiante
2493,f,49,1,5,9102870,Otro
2494,otro,50,2,3,7339316,Otro
2495,m,43,1,5,17090480,Ama de casa
2496,m,34,1,2,6785494,Independiente
2497,m,56,2,2,15727927,Estudiante
2498,otro,40,2,2,2354482,Ama de casa
2499,otro,49,1,1,16809162,Otro
2500,f,32,1,4,10610745,Ama de casa
2501,otro,30,1,3,15894752,Independiente
2502,f,19,1,1,17785093,Empleado
2503,f,36,1,4,18210464,Independiente
2504,otro,41,2,3,1512169,Independiente
2505,f,62,1,3,3090903,Estudiante
2506,otro,41,1,3,21353405,Empleado
2507,f,28,1,2,12452918,Empleado
2508,otro,39,1,2,10349306,Empleado
2509,otro,32,1,2,3539285,Otro
2510,f,27,1,3,4329943,Ama de casa
2511,m,58,1,6,5285473,Otro
2512,f,44,1,3,17703328,Empleado
2513,otro,26,2,2,6659574,Estudiante
2514,m,45,2,3,19259971,Independiente
2515,f,18,1,2,8798527,Independiente
2516,f,34,2,2,9031663,Otro
2517,f,48,2,2,18292191,Otro
2518,m,61,2,6,5185481,Estudiante
2519,otro,27,2,4,16394611,Independiente
2520,f,54,2,3,16826461,Otro
2521,f,46,2,1,7830081,Ama de casa
2522,f,35,1,2,1424755,Otro
2523,f,55,1,6,19901580,Otro
2524,f,56,2,1,17843158,Empleado
2525,otro,23,1,4,18676568,Ama de casa
2526,otro,57,2,3,4994560,Ama de casa
2527,f,29,1,6,4767226,Estudiante
2528,m,31,1,2,5431919,Empleado
2529,otro,61,1,2,16521246,Ama de casa
2530,m,27,2,2,5328892,Empleado
2531,otro,37,1,6,3186791,Empleado
2532,f,32,1,1,15728427,Independiente
2533,otro,48,2,4,5605585,Ama de casa
2534,f,24,2,3,7887489,Independiente
2535,otro,58,1,4,10785613,Otro
2536,f,27,2,2,3710138,Otro
2537,f,27,1,4,14387142,Independiente
2538,f,56,1,1,14341358,Otro
2539,f,45,2,5,14470811,Independiente
2540,m,47,2,5,7958274,Estudiante
2541,f,54,1,3,20475618,Empleado
2542,m,20,2,3,3521215,Estudiante
2543,m,60,1,4,13424918,Ama de casa
2544,f,32,2,3,16505614,Estudiante
2545,m,38,2,6,8838880,Estudiante
2546,otro,54,2,1,9978723,Otro
2547,f,29,2,2,3848808,Independiente
2548,m,21,2,2,5203703,Ama de casa
2549,f,26,1,4,19375022,Otro
2550,f,56,1,2,4023078,Ama de casa
2551,f,59,1,4,7398515,Empleado
2552,m,45,2,3,14665341,Independiente
2553,otro,40,1,3,3781404,Otro
2554,otro,62,1,6,2467369,Estudiante
2555,m,57,2,6,14676876,Empleado
2556,f,61,2,1,21263974,Estudiante
2557,m,39,2,2,5132186,Ama de casa
2558,m,41,1,6,14182085,Empleado
2559,m,43,1,1,1901078,Otro
2560,f,47,2,5,19102412,Estudiante
2561,m,50,1,6,17292075,Estudiante
2562,f,33,1,1,7788416,Ama de casa
2563,m,39,2,4,16045576,Ama de casa
2564,otro,60,1,4,10118411,Independiente
2565,m,35,2,1,5632877,Independiente
2566,m,24,1,3,1652726,Ama de casa
2567,otro,43,2,5,4277820,Independiente
2568,f,25,1,1,8708613,Estudiante
2569,f,23,1,6,16320734,Ama de casa
2570,m,47,2,3,18213231,Empleado
2571,otro,56,2,1,5466335,Ama de casa
2572,f,40,2,2,18259833,Otro
2573,m,49,2,6,4518354,Otro
2574,otro,39,1,6,7370832,Ama de casa
2575,f,59,2,4,17785969,Empleado
2576,f,60,2,2,16178259,Ama de casa
2577,otro,62,2,2,15437235,Empleado
2578,otro,26,2,6,11860019,Estudiante
2579,otro,48,2,5,12859845,Estudiante
2580,otro,24,1,3,18974942,Empleado
2581,m,26,2,4,14143627,Independiente
2582,otro,30,2,2,15067757,Estudiante
2583,f,20,2,4,6109373,Otro
2584,f,52,1,6,12531077,Ama de casa
2585,m,50,1,3,18721795,Independiente
2586,f,38,1,1,15447907,Otro
2587,f,48,2,2,12429302,Ama de casa
2588,otro,51,2,3,18393046,Otro
2589,f,49,1,4,19612828,Independiente
2590,m,52,1,6,3576387,Empleado
2591,otro,32,2,3,14303360,Ama de casa
2592,otro,49,2,1,14604034,Otro
